invaso
520.75
520.8
520.84
520.88
520.92
520.87
520.73
520.77
520.77
520.8
520.83
520.66
520.63
520.66
520.69
520.63
520.61
520.47
520.27
520.28
520.27
520.13
519.94
519.74
519.55
519.57
519.56
519.38
519.18
518.99
518.79
518.81
518.84
518.82
518.86
518.73
518.62
518.66
518.65
518.46
518.28
518.1
517.92
517.95
517.95
517.75
517.54
517.34
517.15
517.17
517.16
516.96
516.78
516.58
516.48
516.52
516.55
516.59
516.63
516.49
516.39
516.43
516.41
516.39
516.21
516.06
516.04
516.04
516
515.78
515.67
515.7
515.63
515.42
515.21
514.99
514.79
514.8
514.72
514.52
514.31
514.1
513.94
513.98
513.93
513.72
513.49
513.27
513.1
513.14
513.06
512.84
512.68
512.47
512.37
512.4
512.43
512.25
512.26
512.12
512
512.04
512.07
511.93
511.69
511.44
511.26
511.29
511.2
510.98
510.76
510.52
510.32
510.36
510.28
510.06
509.83
509.59
509.39
509.43
509.35
509.13
508.89
508.66
508.41
508.43
508.38
508.15
507.91
507.66
507.41
507.43
507.34
507.11
507
506.84
506.59
506.61
506.58
506.33
506.28
506.1
505.84
505.84
505.87
505.73
505.48
505.21
505.01
505.04
505.02
504.76
504.51
504.28
504.07
504.12
504.15
504.04
504.03
503.83
503.6
503.64
503.67
503.68
503.61
503.44
503.16
503.17
503.14
502.98
502.71
502.44
502.17
502.18
502.18
501.94
501.71
501.44
501.21
501.21
501.2
500.93
500.86
500.68
500.43
500.44
500.47
500.51
500.55
500.44
500.15
500.14
500.13
499.88
499.6
499.34
499.07
499.09
499.12
498.89
498.61
498.34
498.09
498.14
498.11
498
498.05
497.96
497.81
497.85
497.78
497.65
497.7
497.59
497.31
497.33
497.31
497.02
496.75
496.57
496.42
496.48
496.52
496.27
496.2
496.01
495.93
495.96
495.99
496.03
496.07
495.96
495.77
495.79
495.76
495.49
495.19
494.91
494.66
494.7
494.68
494.45
494.49
494.32
494.25
494.3
494.3
494.05
494.05
493.97
493.9
493.95
493.99
494.02
493.94
493.71
493.64
493.69
493.73
493.69
493.65
493.56
493.57
493.62
493.66
493.5
493.51
493.32
493.24
493.27
493.3
493.34
493.37
493.39
493.41
493.43
493.4
493.11
492.82
492.56
492.48
492.54
492.55
492.35
492.17
491.9
491.83
491.89
491.93
491.67
491.67
491.71
491.78
491.85
491.88
491.93
491.96
491.96
492.03
492.1
492.14
492.2
492.28
492.35
492.45
492.54
492.59
492.64
492.69
492.72
492.75
492.78
492.81
492.87
492.91
492.93
492.94
492.98
493
492.87
492.73
492.49
492.35
492.43
492.47
492.49
492.51
492.33
492.27
492.35
492.4
492.45
492.49
492.38
492.45
492.53
492.54
492.27
492.2
491.95
491.83
491.92
491.91
491.72
491.78
491.74
491.63
491.72
491.77
491.64
491.65
491.5
491.43
491.47
491.52
491.57
491.62
491.64
491.67
491.73
491.78
491.63
491.53
491.58
491.65
491.74
491.76
491.69
491.62
491.34
491.19
491.29
491.3
491.04
490.77
490.49
490.37
490.46
490.41
490.14
489.86
489.58
489.37
489.47
489.48
489.21
488.92
488.62
488.43
488.51
488.57
488.53
488.28
487.98
487.68
487.69
487.73
487.66
487.56
487.38
487.12
487.17
487.16
487.12
487.14
487.06
486.89
486.97
486.97
486.67
486.36
486.07
485.79
485.83
485.75
485.46
485.15
484.83
484.53
484.55
484.47
484.17
483.85
483.56
483.38
483.46
483.38
483.09
482.75
482.41
482.11
482.2
482.22
481.89
481.54
481.26
481.05
481.11
481.16
480.99
480.78
480.55
480.25
480.3
480.35
480.3
480.1
479.91
479.72
479.8
479.87
479.78
479.8
479.83
479.9
480
480.06
480.13
480.19
480.24
480.32
480.42
480.49
480.57
480.63
480.7
480.78
480.88
480.96
481.03
481.09
481.15
481.24
481.34
481.41
481.49
481.55
481.62
481.69
481.78
481.86
481.93
481.99
482.07
482.14
482.23
482.31
482.39
482.46
482.55
482.65
482.77
482.86
482.96
483.04
483.12
483.14
483.28
483.42
483.52
483.63
483.73
483.84
483.97
484.1
484.22
484.3
484.33
484.38
484.43
484.47
484.49
484.52
484.55
484.63
484.79
485.03
485.22
485.22
485.18
485.14
485.12
485.26
485.39
485.52
485.63
485.67
485.73
485.85
485.92
486.02
486.12
486.22
486.34
486.46
486.56
486.67
486.77
486.88
487.12
487.33
487.48
487.64
487.78
487.92
488.07
488.21
488.33
488.45
488.59
488.74
488.89
489.01
489.12
489.12
489.22
489.34
489.45
489.56
489.65
489.68
489.77
489.86
489.96
490.07
490.16
490.21
490.29
490.38
490.48
490.59
490.68
490.78
490.86
490.94
491.03
491.12
491.19
491.13
491.05
491.04
491.09
491.18
491.18
491.1
491.02
491.04
491.08
491.18
491.22
491.16
491.19
491.22
491.27
491.38
491.41
491.32
491.25
491.27
491.26
491.39
491.45
491.56
491.66
491.73
491.73
491.85
491.96
492.08
492.19
492.29
492.4
492.5
492.61
492.67
492.69
492.77
492.82
492.92
492.98
492.95
492.9
492.92
492.94
493.04
493.05
492.95
492.86
492.88
492.81
492.9
492.91
492.81
492.8
492.84
492.87
492.96
493.04
493.14
493.23
493.26
493.27
493.36
493.4
493.29
493.23
493.12
493.14
493.24
493.35
493.45
493.55
493.64
493.73
493.82
493.91
494.01
494.1
494.15
494.19
494.29
494.3
494.21
494.16
494.16
494.15
494.26
494.35
494.43
494.49
494.54
494.61
494.73
494.78
494.79
494.77
494.83
494.91
495.06
495.08
495.03
494.97
494.94
495.01
495.15
495.19
495.14
495.12
495.22
495.38
495.53
495.68
495.84
495.98
496.13
496.31
496.49
496.67
496.81
496.99
497.18
497.45
497.73
497.91
498.01
498.11
498.27
498.44
498.64
498.81
498.82
498.83
498.9
499.07
499.29
499.45
499.47
499.55
499.65
499.84
500.09
500.23
500.26
500.33
500.47
500.68
500.93
501.17
501.41
501.63
501.8
501.82
502.04
502.16
502.21
502.27
502.33
502.41
502.72
503
503.19
503.38
503.55
503.72
504.02
504.19
504.3
504.5
504.73
504.96
505.31
505.64
505.96
506.37
506.38
506.42
506.92
507.42
508.01
508.47
508.79
509.06
509.31
509.52
509.75
509.93
510.07
510.2
510.32
510.43
510.62
510.74
510.81
510.86
510.91
510.96
511.07
511.17
511.2
511.22
511.23
511.25
511.35
511.39
511.42
511.46
511.5
511.54
511.58
511.61
511.63
511.66
511.7
511.76
511.88
511.95
511.99
512.04
512.1
512.16
512.21
512.26
512.3
512.34
512.38
512.45
512.5
512.54
512.57
512.6
512.62
512.64
512.68
512.69
512.69
512.68
512.67
512.65
512.65
512.66
512.66
512.64
512.62
512.59
512.59
512.59
512.56
512.55
512.53
512.52
512.51
512.5
512.47
512.46
512.43
512.42
512.41
512.38
512.34
512.33
512.31
512.33
512.46
512.52
512.51
512.5
512.5
512.48
512.46
512.59
512.63
512.6
512.6
512.59
512.6
512.73
512.79
512.75
512.78
512.77
512.78
512.93
513.07
513.05
513.02
513.03
513.05
513.21
513.34
513.36
513.46
513.56
513.64
513.82
513.9
513.92
513.94
514.01
514.14
514.34
514.49
514.55
514.62
514.71
514.81
514.89
515
515.07
515.12
515.18
515.26
515.34
515.4
515.42
515.44
515.46
515.49
515.57
515.63
515.57
515.58
515.53
515.49
515.56
515.65
515.66
515.65
515.63
515.61
515.66
515.69
515.63
515.65
515.59
515.54
515.55
515.55
515.55
515.46
515.37
515.27
515.24
515.34
515.45
515.41
515.41
515.44
515.4
515.44
515.47
515.35
515.24
515.2
515.16
515.3
515.33
515.24
515.16
515.14
515.1
515.15
515.13
515.06
515
514.94
514.92
514.96
515.03
515
514.96
514.93
514.94
515.02
515.1
515.08
515.07
515.05
515.04
515.24
515.31
515.28
515.25
515.22
515.27
515.48
515.55
515.53
515.49
515.46
515.46
515.54
515.59
515.57
515.54
515.54
515.53
515.61
515.66
515.65
515.63
515.61
515.65
515.74
515.78
515.78
515.77
515.77
515.77
515.81
515.91
515.95
516.01
516.08
516.15
516.27
516.42
516.46
516.48
516.49
516.5
516.52
516.61
516.61
516.64
516.68
516.74
516.99
517.17
517.24
517.32
517.41
517.54
517.87
518.07
518.11
518.23
518.36
518.47
518.74
518.87
518.89
518.9
518.9
518.9
519.07
519.18
519.19
519.2
519.22
519.29
519.39
519.58
519.68
519.73
519.77
519.8
520.01
520.1
520.07
520.05
520.04
520.02
520.03
520
519.95
519.9
519.85
519.81
519.96
520
519.97
519.94
519.91
519.88
520
520.01
519.94
519.87
519.8
519.74
519.78
519.81
519.73
519.67
519.6
519.55
519.51
519.5
519.43
519.37
519.31
519.25
519.28
519.36
519.38
519.41
519.42
519.43
519.47
519.5
519.46
519.41
519.35
519.31
519.32
519.33
519.31
519.27
519.25
519.24
519.25
519.3
519.26
519.22
519.17
519.12
519.1
519.06
518.99
518.92
518.86
518.83
518.85
518.84
518.78
518.71
518.64
518.6
518.56
518.51
518.46
518.41
518.41
518.49
518.54
518.53
518.48
518.45
518.42
518.48
518.5
518.5
518.45
518.4
518.36
518.34
518.45
518.47
518.41
518.34
518.28
518.22
518.38
518.48
518.43
518.38
518.33
518.28
518.42
518.49
518.4
518.31
518.22
518.15
518.3
518.42
518.34
518.24
518.15
518.08
518.16
518.28
518.2
518.11
518.04
517.98
517.91
517.99
517.93
517.84
517.76
517.78
517.98
518.05
517.97
517.89
517.82
517.78
517.93
517.96
517.87
517.77
517.68
